employee_index,turnover_probability,risk_zone,actual_left
60,1.0,High-Risk,1
12228,1.0,High-Risk,1
12312,1.0,High-Risk,1
7953,0.0,Safe,0
14940,0.94,High-Risk,1
9819,0.0,Safe,0
14397,1.0,High-Risk,1
13160,0.0,Safe,0
14918,1.0,High-Risk,1
14270,1.0,High-Risk,1
9992,0.05,Safe,0
12431,1.0,High-Risk,1
2604,0.0,Safe,0
12375,0.98,High-Risk,1
6529,0.01,Safe,0
2870,0.0,Safe,0
12861,0.02,Safe,0
7342,0.0,Safe,0
6419,0.01,Safe,0
13335,0.08,Safe,0
4716,0.01,Safe,0
11428,0.0,Safe,0
8127,0.01,Safe,0
9793,0.15,Safe,0
4698,0.19,Safe,0
8719,0.09,Safe,0
8582,0.02,Safe,0
9452,0.06,Safe,0
14865,1.0,High-Risk,1
4871,0.0,Safe,0
1692,1.0,High-Risk,1
6790,0.0,Safe,0
7224,0.01,Safe,0
13585,0.0,Safe,0
6198,0.0,Safe,0
10215,0.0,Safe,0
9239,0.08,Safe,0
11610,0.01,Safe,0
5577,0.0,Safe,0
10878,0.13,Safe,0
11944,0.05,Safe,0
14831,0.68,Medium-Risk,1
4934,0.0,Safe,0
6744,0.0,Safe,0
11882,0.01,Safe,0
6229,0.0,Safe,0
3042,0.02,Safe,0
11066,0.03,Safe,0
2763,0.06,Safe,0
12429,0.96,High-Risk,1
3944,0.16,Safe,0
7118,0.0,Safe,0
2592,0.01,Safe,0
3700,0.09,Safe,0
14432,0.98,High-Risk,1
12356,1.0,High-Risk,1
10188,0.0,Safe,0
3550,0.03,Safe,0
765,0.91,High-Risk,1
4655,0.0,Safe,0
3159,0.01,Safe,0
6416,0.08,Safe,0
4239,0.01,Safe,0
11262,0.0,Safe,0
2432,0.06,Safe,0
4625,0.03,Safe,0
511,0.89,Medium-Risk,1
9964,0.0,Safe,0
11514,0.05,Safe,0
14579,1.0,High-Risk,1
901,1.0,High-Risk,1
464,1.0,High-Risk,1
3442,0.0,Safe,0
3507,0.04,Safe,0
12145,1.0,High-Risk,1
10542,0.13,Safe,0
8257,0.02,Safe,0
13690,0.01,Safe,0
521,1.0,High-Risk,1
3709,0.02,Safe,0
9127,0.0,Safe,0
4634,0.03,Safe,0
13603,0.0,Safe,0
12657,1.0,High-Risk,1
14586,0.98,High-Risk,1
9225,0.0,Safe,0
7403,0.03,Safe,0
4210,0.03,Safe,0
5440,0.02,Safe,0
4447,0.0,Safe,0
1382,1.0,High-Risk,1
9386,0.13,Safe,0
3666,0.01,Safe,0
5977,0.0,Safe,0
4918,0.03,Safe,0
6116,0.09,Safe,0
6123,0.0,Safe,0
6867,0.02,Safe,0
2175,0.06,Safe,0
13347,0.0,Safe,0
12876,0.0,Safe,0
12541,1.0,High-Risk,1
46,1.0,High-Risk,1
796,1.0,High-Risk,1
13088,0.0,Safe,0
10880,0.0,Safe,0
2157,0.04,Safe,0
1216,1.0,High-Risk,1
14464,1.0,High-Risk,1
9424,0.01,Safe,0
5505,0.0,Safe,0
3943,0.02,Safe,0
11661,0.03,Safe,0
12150,1.0,High-Risk,1
14723,1.0,High-Risk,1
3363,0.0,Safe,0
3311,0.0,Safe,0
11069,0.12,Safe,0
10498,0.0,Safe,0
8406,0.02,Safe,0
6069,0.28,Low-Risk,0
12900,0.02,Safe,0
10397,0.0,Safe,0
8128,0.48,Low-Risk,0
8672,0.01,Safe,0
1189,1.0,High-Risk,1
12227,1.0,High-Risk,1
10559,0.0,Safe,0
1767,0.99,High-Risk,1
6890,0.06,Safe,0
9158,0.03,Safe,0
5250,0.0,Safe,0
12334,1.0,High-Risk,1
2762,0.01,Safe,0
4541,0.26,Low-Risk,0
8202,0.0,Safe,0
3755,0.02,Safe,0
10447,0.0,Safe,0
2480,0.01,Safe,0
2848,0.03,Safe,0
3634,0.0,Safe,0
5375,0.0,Safe,0
331,1.0,High-Risk,1
4031,0.01,Safe,0
7088,0.01,Safe,0
2930,0.01,Safe,0
843,0.25,Low-Risk,1
5026,0.0,Safe,0
11635,0.0,Safe,0
9404,0.01,Safe,0
11684,0.01,Safe,0
11394,0.09,Safe,0
6220,0.0,Safe,0
13392,0.08,Safe,0
13613,0.0,Safe,0
10291,0.02,Safe,0
2278,0.02,Safe,0
12251,1.0,High-Risk,1
2056,0.0,Safe,0
9920,0.0,Safe,0
9236,0.02,Safe,0
13679,0.01,Safe,0
9460,0.39,Low-Risk,0
12406,0.99,High-Risk,1
11124,0.08,Safe,0
11134,0.1,Safe,0
7751,0.18,Safe,0
2017,0.09,Safe,0
12660,1.0,High-Risk,1
5419,0.08,Safe,0
5359,0.02,Safe,0
12779,1.0,High-Risk,1
7035,0.0,Safe,0
5900,0.02,Safe,0
3348,0.0,Safe,0
817,1.0,High-Risk,1
12566,1.0,High-Risk,1
12405,1.0,High-Risk,1
4751,0.05,Safe,0
9294,0.01,Safe,0
4578,0.14,Safe,0
6163,0.04,Safe,0
1919,0.92,High-Risk,1
9722,0.0,Safe,0
5146,0.0,Safe,0
6584,0.18,Safe,0
8163,0.0,Safe,0
13661,0.0,Safe,0
8084,0.03,Safe,0
3601,0.1,Safe,0
7182,0.02,Safe,0
12345,0.99,High-Risk,1
13682,0.01,Safe,0
12003,0.9,Medium-Risk,1
11223,0.04,Safe,0
3814,0.01,Safe,0
13488,0.02,Safe,0
776,0.97,High-Risk,1
811,1.0,High-Risk,1
5054,0.0,Safe,0
6602,0.0,Safe,0
354,0.83,Medium-Risk,1
11839,0.0,Safe,0
1800,1.0,High-Risk,1
9982,0.01,Safe,0
1262,1.0,High-Risk,1
10740,0.01,Safe,0
6343,0.0,Safe,0
6001,0.0,Safe,0
1723,1.0,High-Risk,1
5469,0.0,Safe,0
3145,0.0,Safe,0
12679,1.0,High-Risk,1
8427,0.01,Safe,0
1046,0.96,High-Risk,1
2230,0.0,Safe,0
695,0.73,Medium-Risk,1
8578,0.07,Safe,0
14693,0.99,High-Risk,1
2377,0.01,Safe,0
13951,0.0,Safe,0
14964,1.0,High-Risk,1
453,1.0,High-Risk,1
13991,0.0,Safe,0
13624,0.12,Safe,0
5937,0.0,Safe,0
13549,0.0,Safe,0
11057,0.0,Safe,0
7879,0.0,Safe,0
2026,0.0,Safe,0
6814,0.06,Safe,0
4623,0.33,Low-Risk,0
7742,0.0,Safe,0
2760,0.03,Safe,0
9861,0.02,Safe,0
10224,0.08,Safe,0
10095,0.01,Safe,0
11575,0.01,Safe,0
8805,0.0,Safe,0
719,1.0,High-Risk,1
13673,0.02,Safe,0
12259,1.0,High-Risk,1
11735,0.0,Safe,0
3153,0.0,Safe,0
2886,0.0,Safe,0
1129,1.0,High-Risk,1
3830,0.01,Safe,0
625,1.0,High-Risk,1
12858,0.0,Safe,0
9736,0.03,Safe,0
11470,0.05,Safe,0
5787,0.01,Safe,0
1415,0.13,Safe,1
14107,0.12,Safe,0
770,1.0,High-Risk,1
4241,0.0,Safe,0
430,0.81,Medium-Risk,1
12927,0.0,Safe,0
8518,0.0,Safe,0
13000,0.02,Safe,0
9082,0.0,Safe,0
14264,1.0,High-Risk,1
6142,0.03,Safe,0
11213,0.01,Safe,0
5656,0.0,Safe,0
2461,0.02,Safe,0
6932,0.0,Safe,0
784,1.0,High-Risk,1
8733,0.01,Safe,0
6067,0.0,Safe,0
4470,0.05,Safe,0
13957,0.0,Safe,0
8047,0.01,Safe,0
3594,0.32,Low-Risk,0
3345,0.32,Low-Risk,0
9249,0.0,Safe,0
8792,0.03,Safe,0
5693,0.02,Safe,0
11230,0.01,Safe,0
1389,1.0,High-Risk,1
5546,0.0,Safe,0
1036,1.0,High-Risk,1
12280,0.99,High-Risk,1
9965,0.0,Safe,0
14036,0.0,Safe,0
10208,0.07,Safe,0
1694,1.0,High-Risk,1
13734,0.0,Safe,0
513,1.0,High-Risk,1
10747,0.0,Safe,0
12035,1.0,High-Risk,1
5924,0.14,Safe,0
10869,0.0,Safe,0
9806,0.0,Safe,0
4146,0.05,Safe,0
1239,1.0,High-Risk,1
2686,0.01,Safe,0
6325,0.0,Safe,0
11440,0.01,Safe,0
11341,0.0,Safe,0
3803,0.0,Safe,0
7034,0.03,Safe,0
3306,0.01,Safe,0
8922,0.02,Safe,0
7237,0.01,Safe,0
12634,1.0,High-Risk,1
3481,0.01,Safe,0
8270,0.19,Safe,0
7482,0.0,Safe,0
4888,0.07,Safe,0
8392,0.06,Safe,0
1462,1.0,High-Risk,1
5444,0.02,Safe,0
299,1.0,High-Risk,1
4446,0.0,Safe,0
4994,0.0,Safe,0
9202,0.0,Safe,0
4999,0.0,Safe,0
6297,0.02,Safe,0
5434,0.0,Safe,0
11666,0.05,Safe,0
11926,0.05,Safe,0
5003,0.03,Safe,0
1726,1.0,High-Risk,1
6305,0.16,Safe,0
13015,0.0,Safe,0
13136,0.02,Safe,0
7477,0.0,Safe,0
4000,0.0,Safe,0
4938,0.01,Safe,0
12967,0.31,Low-Risk,0
2545,0.11,Safe,0
4568,0.0,Safe,0
2747,0.0,Safe,0
12036,1.0,High-Risk,1
746,0.99,High-Risk,1
14267,1.0,High-Risk,1
10508,0.03,Safe,0
7143,0.0,Safe,0
13586,0.0,Safe,0
5245,0.17,Safe,0
6718,0.04,Safe,0
2262,0.03,Safe,0
13707,0.05,Safe,0
10285,0.1,Safe,0
11896,0.12,Safe,0
8203,0.0,Safe,0
7785,0.0,Safe,0
4748,0.19,Safe,0
12721,0.76,Medium-Risk,1
4397,0.02,Safe,0
5337,0.02,Safe,0
14929,1.0,High-Risk,1
13844,0.06,Safe,0
14117,0.02,Safe,0
10970,0.02,Safe,0
3928,0.0,Safe,0
6007,0.0,Safe,0
9280,0.01,Safe,0
1107,0.65,Medium-Risk,1
11560,0.03,Safe,0
11245,0.02,Safe,0
7746,0.03,Safe,0
4863,0.0,Safe,0
10422,0.0,Safe,0
9858,0.03,Safe,0
1285,1.0,High-Risk,1
3239,0.02,Safe,0
1267,1.0,High-Risk,1
9097,0.01,Safe,0
9063,0.34,Low-Risk,0
622,0.98,High-Risk,1
6716,0.05,Safe,0
6851,0.05,Safe,0
4171,0.01,Safe,0
13238,0.0,Safe,0
5435,0.07,Safe,0
13134,0.01,Safe,0
5897,0.01,Safe,0
7046,0.06,Safe,0
3326,0.12,Safe,0
14558,1.0,High-Risk,1
11407,0.0,Safe,0
1429,1.0,High-Risk,1
2881,0.3,Low-Risk,0
12591,0.89,Medium-Risk,1
9813,0.0,Safe,0
8825,0.28,Low-Risk,0
7857,0.52,Low-Risk,0
3056,0.44,Low-Risk,0
4917,0.0,Safe,0
13958,0.03,Safe,0
88,1.0,High-Risk,1
10964,0.0,Safe,0
1652,0.99,High-Risk,1
14246,1.0,High-Risk,1
5834,0.0,Safe,0
2505,0.06,Safe,0
7328,0.02,Safe,0
5046,0.02,Safe,0
13002,0.0,Safe,0
6134,0.05,Safe,0
7325,0.13,Safe,0
11065,0.13,Safe,0
6749,0.0,Safe,0
12338,1.0,High-Risk,1
11147,0.02,Safe,0
11685,0.03,Safe,0
13321,0.11,Safe,0
14128,0.03,Safe,0
14507,1.0,High-Risk,1
6594,0.01,Safe,0
14375,1.0,High-Risk,1
12940,0.0,Safe,0
10034,0.02,Safe,0
6609,0.01,Safe,0
3220,0.02,Safe,0
1134,0.98,High-Risk,1
338,1.0,High-Risk,1
2424,0.04,Safe,0
4267,0.0,Safe,0
551,1.0,High-Risk,1
2817,0.02,Safe,0
6017,0.01,Safe,0
9990,0.12,Safe,0
14544,1.0,High-Risk,1
9059,0.2,Safe,0
11786,0.0,Safe,0
9407,0.04,Safe,0
11350,0.0,Safe,0
8666,0.01,Safe,0
847,0.91,High-Risk,1
5207,0.01,Safe,0
11704,0.0,Safe,0
1691,1.0,High-Risk,1
8194,0.0,Safe,0
11984,0.0,Safe,0
12574,1.0,High-Risk,1
14670,1.0,High-Risk,1
587,1.0,High-Risk,1
10827,0.0,Safe,0
8839,0.03,Safe,0
8977,0.02,Safe,0
11940,0.0,Safe,0
6586,0.16,Safe,0
3132,0.01,Safe,0
12101,1.0,High-Risk,1
13785,0.0,Safe,0
4418,0.0,Safe,0
10936,0.0,Safe,0
10737,0.0,Safe,0
4528,0.0,Safe,0
6982,0.08,Safe,0
7996,0.0,Safe,0
9384,0.0,Safe,0
1097,1.0,High-Risk,1
5287,0.07,Safe,0
11874,0.0,Safe,0
4169,0.72,Medium-Risk,0
8946,0.03,Safe,0
4533,0.03,Safe,0
12346,1.0,High-Risk,1
14685,1.0,High-Risk,1
102,1.0,High-Risk,1
631,0.81,Medium-Risk,1
12631,0.81,Medium-Risk,1
5123,0.0,Safe,0
9838,0.02,Safe,0
5302,0.0,Safe,0
14824,1.0,High-Risk,1
1375,1.0,High-Risk,1
6564,0.02,Safe,0
13829,0.0,Safe,0
9353,0.02,Safe,0
10642,0.01,Safe,0
4560,0.05,Safe,0
7421,0.02,Safe,0
2515,0.07,Safe,0
2779,0.0,Safe,0
13453,0.0,Safe,0
10102,0.0,Safe,0
6173,0.01,Safe,0
8380,0.01,Safe,0
10492,0.42,Low-Risk,0
1794,1.0,High-Risk,1
69,1.0,High-Risk,1
9802,0.02,Safe,0
7225,0.01,Safe,0
10199,0.1,Safe,0
8321,0.0,Safe,0
6421,0.0,Safe,0
10882,0.0,Safe,0
1158,0.01,Safe,1
9650,0.02,Safe,0
6162,0.03,Safe,0
3439,0.03,Safe,0
1640,0.85,Medium-Risk,1
6788,0.01,Safe,0
2950,0.02,Safe,0
1327,1.0,High-Risk,1
10105,0.03,Safe,0
7095,0.04,Safe,0
3678,0.01,Safe,0
6908,0.0,Safe,0
11252,0.01,Safe,0
6591,0.03,Safe,0
8386,0.0,Safe,0
14729,1.0,High-Risk,1
3966,0.0,Safe,0
10122,0.02,Safe,0
11812,0.0,Safe,0
3048,0.11,Safe,0
14018,0.02,Safe,0
12838,0.0,Safe,0
13581,0.0,Safe,0
14442,0.99,High-Risk,1
11047,0.03,Safe,0
9872,0.01,Safe,0
5832,0.1,Safe,0
5330,0.0,Safe,0
7464,0.0,Safe,0
7484,0.05,Safe,0
4074,0.02,Safe,0
14004,0.0,Safe,0
11598,0.02,Safe,0
4345,0.0,Safe,0
6060,0.03,Safe,0
12906,0.0,Safe,0
12573,1.0,High-Risk,1
7596,0.0,Safe,0
14364,1.0,High-Risk,1
1897,1.0,High-Risk,1
10534,0.06,Safe,0
3081,0.13,Safe,0
2182,0.11,Safe,0
1984,1.0,High-Risk,1
2260,0.02,Safe,0
4043,0.0,Safe,0
10219,0.0,Safe,0
7397,0.0,Safe,0
14056,0.0,Safe,0
147,1.0,High-Risk,1
11837,0.0,Safe,0
10367,0.01,Safe,0
13924,0.0,Safe,0
2868,0.06,Safe,0
4608,0.01,Safe,0
9499,0.03,Safe,0
3951,0.01,Safe,0
600,1.0,High-Risk,1
1503,1.0,High-Risk,1
5235,0.1,Safe,0
12258,0.96,High-Risk,1
9177,0.02,Safe,0
7641,0.06,Safe,0
10281,0.02,Safe,0
2169,0.01,Safe,0
11928,0.01,Safe,0
2055,0.12,Safe,0
13741,0.01,Safe,0
14751,1.0,High-Risk,1
13148,0.0,Safe,0
9817,0.01,Safe,0
1796,1.0,High-Risk,1
8782,0.0,Safe,0
1056,1.0,High-Risk,1
12102,1.0,High-Risk,1
12854,0.0,Safe,0
12532,1.0,High-Risk,1
4974,0.07,Safe,0
11021,0.01,Safe,0
14120,0.0,Safe,0
2492,0.0,Safe,0
13218,0.02,Safe,0
4838,0.15,Safe,0
1527,1.0,High-Risk,1
3560,0.22,Low-Risk,0
11541,0.03,Safe,0
1394,1.0,High-Risk,1
6973,0.02,Safe,0
12303,1.0,High-Risk,1
5579,0.0,Safe,0
10186,0.23,Low-Risk,0
9250,0.0,Safe,0
410,0.73,Medium-Risk,1
14094,0.0,Safe,0
6308,0.29,Low-Risk,0
12177,1.0,High-Risk,1
4966,0.04,Safe,0
4520,0.07,Safe,0
3821,0.05,Safe,0
10366,0.0,Safe,0
13831,0.01,Safe,0
9678,0.0,Safe,0
14810,1.0,High-Risk,1
8936,0.0,Safe,0
1772,1.0,High-Risk,1
8451,0.19,Safe,0
6500,0.65,Medium-Risk,0
8262,0.01,Safe,0
212,1.0,High-Risk,1
5737,0.02,Safe,0
8740,0.03,Safe,0
6671,0.0,Safe,0
13836,0.0,Safe,0
7945,0.01,Safe,0
13849,0.0,Safe,0
8481,0.02,Safe,0
12137,1.0,High-Risk,1
3934,0.05,Safe,0
9666,0.02,Safe,0
12782,0.87,Medium-Risk,1
5132,0.01,Safe,0
140,1.0,High-Risk,1
2826,0.19,Safe,0
12383,1.0,High-Risk,1
14963,1.0,High-Risk,1
5695,0.05,Safe,0
614,1.0,High-Risk,1
2151,0.1,Safe,0
4778,0.0,Safe,0
10855,0.0,Safe,0
11253,0.0,Safe,0
5276,0.0,Safe,0
2041,0.0,Safe,0
6035,0.03,Safe,0
4052,0.17,Safe,0
11063,0.0,Safe,0
2037,0.01,Safe,0
6666,0.0,Safe,0
11889,0.02,Safe,0
4392,0.14,Safe,0
8188,0.02,Safe,0
3705,0.0,Safe,0
7529,0.02,Safe,0
7568,0.01,Safe,0
7550,0.17,Safe,0
9310,0.0,Safe,0
7654,0.0,Safe,0
10485,0.03,Safe,0
7514,0.0,Safe,0
10681,0.0,Safe,0
872,0.94,High-Risk,1
3996,0.08,Safe,0
2341,0.04,Safe,0
10246,0.05,Safe,0
182,1.0,High-Risk,1
3218,0.01,Safe,0
12965,0.0,Safe,0
6518,0.11,Safe,0
8774,0.0,Safe,0
3684,0.0,Safe,0
58,1.0,High-Risk,1
8943,0.1,Safe,0
6496,0.18,Safe,0
2057,0.0,Safe,0
6051,0.0,Safe,0
5393,0.0,Safe,0
7747,0.01,Safe,0
10054,0.0,Safe,0
540,1.0,High-Risk,1
7731,0.02,Safe,0
11190,0.04,Safe,0
10423,0.08,Safe,0
14126,0.02,Safe,0
3508,0.0,Safe,0
9947,0.0,Safe,0
1782,0.94,High-Risk,1
7,0.96,High-Risk,1
889,1.0,High-Risk,1
7987,0.14,Safe,0
1194,0.44,Low-Risk,1
23,1.0,High-Risk,1
8113,0.03,Safe,0
13911,0.0,Safe,0
12635,1.0,High-Risk,1
4224,0.0,Safe,0
1667,0.88,Medium-Risk,1
812,1.0,High-Risk,1
510,1.0,High-Risk,1
8235,0.0,Safe,0
1755,0.15,Safe,1
7533,0.0,Safe,0
4185,0.07,Safe,0
11642,0.0,Safe,0
4490,0.03,Safe,0
5943,0.0,Safe,0
4744,0.03,Safe,0
6043,0.0,Safe,0
11860,0.02,Safe,0
11705,0.04,Safe,0
6352,0.01,Safe,0
2639,0.0,Safe,0
10700,0.0,Safe,0
8182,0.04,Safe,0
12863,0.23,Low-Risk,0
14937,1.0,High-Risk,1
9639,0.08,Safe,0
7008,0.0,Safe,0
2389,0.0,Safe,0
1363,1.0,High-Risk,1
2906,0.0,Safe,0
295,1.0,High-Risk,1
13245,0.02,Safe,0
52,1.0,High-Risk,1
8,1.0,High-Risk,1
398,1.0,High-Risk,1
1585,0.88,Medium-Risk,1
4603,0.0,Safe,0
10537,0.03,Safe,0
12165,1.0,High-Risk,1
3180,0.04,Safe,0
879,1.0,High-Risk,1
7410,0.06,Safe,0
5252,0.01,Safe,0
1733,1.0,High-Risk,1
808,0.68,Medium-Risk,1
9910,0.04,Safe,0
1586,0.95,High-Risk,1
7307,0.09,Safe,0
1308,1.0,High-Risk,1
8899,0.0,Safe,0
3444,0.02,Safe,0
9457,0.03,Safe,0
5968,0.0,Safe,0
1537,1.0,High-Risk,1
7868,0.07,Safe,0
10978,0.0,Safe,0
532,1.0,High-Risk,1
11183,0.0,Safe,0
5862,0.09,Safe,0
8884,0.03,Safe,0
2154,0.46,Low-Risk,0
4289,0.0,Safe,0
11743,0.26,Low-Risk,0
14274,1.0,High-Risk,1
10424,0.01,Safe,0
6443,0.07,Safe,0
224,1.0,High-Risk,1
13442,0.02,Safe,0
6761,0.01,Safe,0
2924,0.0,Safe,0
4884,0.0,Safe,0
8803,0.0,Safe,0
5503,0.02,Safe,0
8209,0.0,Safe,0
6739,0.0,Safe,0
4393,0.0,Safe,0
5526,0.0,Safe,0
3921,0.45,Low-Risk,0
4379,0.03,Safe,0
14823,0.96,High-Risk,1
7543,0.0,Safe,0
7651,0.07,Safe,0
4402,0.0,Safe,0
5944,0.29,Low-Risk,0
9042,0.12,Safe,0
6520,0.03,Safe,0
8477,0.04,Safe,0
6243,0.17,Safe,0
13497,0.03,Safe,0
8106,0.01,Safe,0
4205,0.0,Safe,0
7308,0.04,Safe,0
1980,0.99,High-Risk,1
5926,0.01,Safe,0
11887,0.0,Safe,0
14136,0.05,Safe,0
4586,0.0,Safe,0
10274,0.0,Safe,0
7260,0.0,Safe,0
4339,0.33,Low-Risk,0
202,1.0,High-Risk,1
2526,0.02,Safe,0
8999,0.01,Safe,0
3744,0.02,Safe,0
1374,0.83,Medium-Risk,1
3749,0.01,Safe,0
9775,0.0,Safe,0
13552,0.0,Safe,0
11373,0.04,Safe,0
11449,0.0,Safe,0
1253,1.0,High-Risk,1
10372,0.01,Safe,0
7597,0.01,Safe,0
7759,0.1,Safe,0
8729,0.02,Safe,0
10553,0.0,Safe,0
7745,0.45,Low-Risk,0
2199,0.0,Safe,0
2016,0.0,Safe,0
4494,0.0,Safe,0
7024,0.04,Safe,0
6034,0.0,Safe,0
9355,0.0,Safe,0
5853,0.12,Safe,0
12791,0.01,Safe,0
14236,1.0,High-Risk,1
6454,0.05,Safe,0
14979,1.0,High-Risk,1
2473,0.03,Safe,0
9314,0.07,Safe,0
12833,0.0,Safe,0
444,1.0,High-Risk,1
11426,0.1,Safe,0
14498,0.95,High-Risk,1
9612,0.01,Safe,0
9493,0.0,Safe,0
3163,0.01,Safe,0
3763,0.0,Safe,0
4996,0.0,Safe,0
6635,0.04,Safe,0
3649,0.0,Safe,0
371,1.0,High-Risk,1
2013,0.0,Safe,0
10282,0.01,Safe,0
12850,0.04,Safe,0
10606,0.0,Safe,0
5166,0.03,Safe,0
11790,0.0,Safe,0
13527,0.12,Safe,0
8566,0.0,Safe,0
4518,0.0,Safe,0
6257,0.02,Safe,0
7334,0.0,Safe,0
12315,1.0,High-Risk,1
9870,0.06,Safe,0
4844,0.01,Safe,0
11368,0.02,Safe,0
8144,0.01,Safe,0
1821,1.0,High-Risk,1
9780,0.01,Safe,0
3111,0.02,Safe,0
12354,0.83,Medium-Risk,1
5946,0.0,Safe,0
3,0.9,Medium-Risk,1
14706,1.0,High-Risk,1
1282,0.58,Low-Risk,1
14984,1.0,High-Risk,1
13526,0.0,Safe,0
10626,0.04,Safe,0
12014,1.0,High-Risk,1
416,1.0,High-Risk,1
8714,0.03,Safe,0
14254,1.0,High-Risk,1
3757,0.0,Safe,0
9901,0.04,Safe,0
2687,0.0,Safe,0
3339,0.0,Safe,0
8583,0.01,Safe,0
1664,1.0,High-Risk,1
8661,0.02,Safe,0
7873,0.03,Safe,0
14261,0.91,High-Risk,1
6595,0.0,Safe,0
7124,0.02,Safe,0
641,1.0,High-Risk,1
11600,0.0,Safe,0
9451,0.0,Safe,0
12344,1.0,High-Risk,1
4726,0.01,Safe,0
11908,0.0,Safe,0
14351,1.0,High-Risk,1
11676,0.0,Safe,0
3468,0.04,Safe,0
14235,1.0,High-Risk,1
4194,0.0,Safe,0
4428,0.05,Safe,0
12846,0.12,Safe,0
10907,0.14,Safe,0
12848,0.0,Safe,0
11116,0.03,Safe,0
7336,0.01,Safe,0
5970,0.03,Safe,0
362,1.0,High-Risk,1
12985,0.0,Safe,0
6048,0.0,Safe,0
13577,0.01,Safe,0
6864,0.04,Safe,0
4521,0.02,Safe,0
9833,0.02,Safe,0
459,1.0,High-Risk,1
12840,0.01,Safe,0
190,1.0,High-Risk,1
10209,0.0,Safe,0
11838,0.13,Safe,0
7039,0.08,Safe,0
9994,0.0,Safe,0
4575,0.0,Safe,0
5295,0.01,Safe,0
3606,0.0,Safe,0
5767,0.02,Safe,0
4223,0.02,Safe,0
4037,0.0,Safe,0
2504,0.11,Safe,0
9958,0.0,Safe,0
13639,0.0,Safe,0
3904,0.12,Safe,0
3047,0.07,Safe,0
3072,0.08,Safe,0
13302,0.0,Safe,0
1360,1.0,High-Risk,1
3891,0.0,Safe,0
3382,0.01,Safe,0
4925,0.0,Safe,0
14,1.0,High-Risk,1
7492,0.05,Safe,0
13775,0.01,Safe,0
4365,0.02,Safe,0
9948,0.22,Low-Risk,0
8704,0.36,Low-Risk,0
3694,0.05,Safe,0
10634,0.0,Safe,0
9196,0.19,Safe,0
6393,0.0,Safe,0
14438,1.0,High-Risk,1
14106,0.0,Safe,0
5178,0.0,Safe,0
6158,0.04,Safe,0
7481,0.37,Low-Risk,0
7882,0.0,Safe,0
13769,0.01,Safe,0
8841,0.03,Safe,0
14487,1.0,High-Risk,1
3679,0.0,Safe,0
14279,0.97,High-Risk,1
11570,0.0,Safe,0
3559,0.03,Safe,0
10191,0.0,Safe,0
13016,0.01,Safe,0
2507,0.0,Safe,0
4463,0.04,Safe,0
2438,0.01,Safe,0
4409,0.0,Safe,0
4961,0.0,Safe,0
4557,0.03,Safe,0
6610,0.03,Safe,0
10327,0.04,Safe,0
731,1.0,High-Risk,1
